filename,ellipse_center_x,ellipse_center_y,ellipse_majoraxis,ellipse_minoraxis,ellipse_angle,elapsed_time
2018-02-15 18.35.42.911000.tiff,650.709,860.585,76.5852,28.4177,361.008,16390
